seed,method,condition,alpha,classifier,auc_roc,f1_minority,avg_precision
2024,CTGAN,augmented,0.2,GBC,0.9926817042606517,0.2222222222222222,0.21174210772489105
2024,CTGAN,augmented,0.2,LR,0.9944862155388472,0.24,0.24054353054353053
2024,CTGAN,augmented,0.2,RF,0.9860651629072682,0.0,0.1866106326106326
2024,CTGAN,augmented,0.2,MLP,0.9248120300751881,0.19047619047619047,0.19642674574789656
2024,CTGAN,augmented,0.3,GBC,0.9933834586466166,0.2,0.22083333333333333
2024,CTGAN,augmented,0.3,LR,0.9945864661654135,0.29411764705882354,0.2622710622710623
2024,CTGAN,augmented,0.3,RF,0.9820050125313283,0.0,0.17069789859263546
2024,CTGAN,augmented,0.3,MLP,0.9057644110275689,0.23076923076923078,0.16695038916430163
2024,CTGAN,augmented,0.5,GBC,0.9891729323308271,0.2222222222222222,0.15306101556101556
2024,CTGAN,augmented,0.5,LR,0.99468671679198,0.2222222222222222,0.29588744588744587
2024,CTGAN,augmented,0.5,RF,0.9691228070175439,0.2,0.13464628382730867
2024,CTGAN,augmented,0.5,MLP,0.9430576441102758,0.16216216216216217,0.17607314055047635
2024,CTGAN,augmented,1.0,GBC,0.9849624060150376,0.2,0.1309726789266431
2024,CTGAN,augmented,1.0,LR,0.9957894736842104,0.17857142857142858,0.49750915750915753
2024,CTGAN,augmented,1.0,RF,0.9771929824561404,0.2,0.12809240295308408
2024,CTGAN,augmented,1.0,MLP,0.8388972431077695,0.14814814814814814,0.17988991291929424
2024,SMOTE,augmented,0.1,GBC,0.9707268170426065,0.16666666666666666,0.07062495859164261
2024,SMOTE,augmented,0.1,LR,0.9938847117794486,0.18604651162790697,0.5585858585858586
2024,SMOTE,augmented,0.1,RF,0.9834085213032581,0.2222222222222222,0.15039842597147074
2024,SMOTE,augmented,0.1,MLP,0.795889724310777,0.0,0.0441577040369038
2024,SMOTE,augmented,0.2,GBC,0.980952380952381,0.14285714285714285,0.1046936396936397
2024,SMOTE,augmented,0.2,LR,0.9941854636591478,0.16129032258064516,0.5374854819976771
2024,SMOTE,augmented,0.2,RF,0.9824561403508771,0.2,0.1474073763136548
2024,SMOTE,augmented,0.2,MLP,0.8162406015037594,0.0,0.06072624069324478
2024,SMOTE,augmented,0.3,GBC,0.9785463659147869,0.15384615384615385,0.11542826526227003
2024,SMOTE,augmented,0.3,LR,0.9941854636591478,0.14285714285714285,0.5346491228070176
2024,SMOTE,augmented,0.3,RF,0.9859147869674185,0.18181818181818182,0.1847985347985348
2024,SMOTE,augmented,0.3,MLP,0.7973934837092732,0.0,0.03444193134600112
2024,SMOTE,augmented,0.5,GBC,0.9749373433583959,0.125,0.09246818344562704
2024,SMOTE,augmented,0.5,LR,0.994185463659148,0.12048192771084337,0.5257080610021787
2024,SMOTE,augmented,0.5,RF,0.9810526315789474,0.2,0.13110437610881137
2024,SMOTE,augmented,0.5,MLP,0.8867167919799498,0.08333333333333333,0.036935867356641394
2024,SMOTE,augmented,1.0,GBC,0.960701754385965,0.09523809523809523,0.09497709530144474
2024,SMOTE,augmented,1.0,LR,0.9931829573934837,0.09090909090909091,0.3003208556149733
2024,SMOTE,augmented,1.0,RF,0.978796992481203,0.2,0.15318177148359616
2024,SMOTE,augmented,1.0,MLP,0.9348370927318297,0.0,0.04197283536906179
999,Baseline,real_only,0.0,GBC,0.9691389028405603,0.3,0.2887628188829562
999,Baseline,real_only,0.0,LR,0.9868854288743791,0.3076923076923077,0.3736517395365603
999,Baseline,real_only,0.0,RF,0.9139739940844913,0.18181818181818182,0.26064825934891134
999,Baseline,real_only,0.0,MLP,0.9752776382610637,0.16666666666666666,0.23159583683704804
999,GaussianCopula,augmented,0.1,GBC,0.9804676600256712,0.26666666666666666,0.21321319807780156
999,GaussianCopula,augmented,0.1,LR,0.9868296221887383,0.2857142857142857,0.37275014409160745
999,GaussianCopula,augmented,0.1,RF,0.8683241252302026,0.2,0.3057803714608077
999,GaussianCopula,augmented,0.1,MLP,0.11406886545008092,0.0,0.0026667946068369957
999,GaussianCopula,augmented,0.2,GBC,0.9688598694123556,0.3333333333333333,0.19942514413407558
999,GaussianCopula,augmented,0.2,LR,0.986048328589765,0.2857142857142857,0.3687553851104606
999,GaussianCopula,augmented,0.2,RF,0.9222612869021709,0.18181818181818182,0.27066413462575467
999,GaussianCopula,augmented,0.2,MLP,0.9614375802221106,0.16666666666666666,0.1934241229529306
999,GaussianCopula,augmented,0.3,GBC,0.9513923768067414,0.25,0.12461179794145538
999,GaussianCopula,augmented,0.3,LR,0.9858809085328422,0.3076923076923077,0.3715908789318447
999,GaussianCopula,augmented,0.3,RF,0.868826385400971,0.0,0.27815042382225047
999,GaussianCopula,augmented,0.3,MLP,0.13142474468441315,0.0,0.0027526558425635373
999,GaussianCopula,augmented,0.5,GBC,0.9617166136503155,0.24,0.1531860108155104
999,GaussianCopula,augmented,0.5,LR,0.9865505887605335,0.3076923076923077,0.38308210660751496
999,GaussianCopula,augmented,0.5,RF,0.9197220827055081,0.0,0.31533312762265125
999,GaussianCopula,augmented,0.5,MLP,0.9361013449411238,0.15384615384615385,0.13960506145123405
999,GaussianCopula,augmented,1.0,GBC,0.8578045649868853,0.32,0.23060108069701052
999,GaussianCopula,augmented,1.0,LR,0.9843183213348958,0.3076923076923077,0.368753417753813
999,GaussianCopula,augmented,1.0,RF,0.920782409732686,0.0,0.29499409311639413
999,GaussianCopula,augmented,1.0,MLP,0.2377922875160444,0.0,0.006717423222139593
999,CTGAN,augmented,0.1,GBC,0.9719850438082482,0.35294117647058826,0.25398133612419327
999,CTGAN,augmented,0.1,LR,0.9618840337072382,0.21428571428571427,0.24962650157107508
999,CTGAN,augmented,0.1,RF,0.9195825659914058,0.2857142857142857,0.24152008233463634
999,CTGAN,augmented,0.1,MLP,0.8770578715330097,0.2,0.2691100743089965
999,CTGAN,augmented,0.2,GBC,0.9701434231820972,0.15384615384615385,0.2635301090845854
999,CTGAN,augmented,0.2,LR,0.965678888330822,0.21621621621621623,0.23673553959087013
999,CTGAN,augmented,0.2,RF,0.9670740554718456,0.26666666666666666,0.21803836467706858
999,CTGAN,augmented,0.2,MLP,0.8772810982755733,0.12903225806451613,0.2665967498995756
999,CTGAN,augmented,0.3,GBC,0.9724594006361963,0.15384615384615385,0.2040342647445866
999,CTGAN,augmented,0.3,LR,0.9675205089569731,0.2222222222222222,0.29362085594281306
999,CTGAN,augmented,0.3,RF,0.9664043752441542,0.26666666666666666,0.2612500591722272
999,CTGAN,augmented,0.3,MLP,0.8570232713879121,0.10810810810810811,0.25939685179059313
999,CTGAN,augmented,0.5,GBC,0.9728221440928624,0.23529411764705882,0.14752960973121634
999,CTGAN,augmented,0.5,LR,0.9659021150733859,0.17857142857142858,0.297147803870988
999,CTGAN,augmented,0.5,RF,0.9669066354149227,0.2857142857142857,0.32253619145102064
999,CTGAN,augmented,0.5,MLP,0.8640549137786706,0.10256410256410256,0.22148986234895798
999,CTGAN,augmented,1.0,GBC,0.9674647022713321,0.25,0.1458748638760406
999,CTGAN,augmented,1.0,LR,0.9704224566103019,0.1388888888888889,0.29217310702225374
999,CTGAN,augmented,1.0,RF,0.9636698476477482,0.2,0.2697055402157795
999,CTGAN,augmented,1.0,MLP,0.7559573636921703,0.12121212121212122,0.2494363452772895
999,SMOTE,augmented,0.1,GBC,0.9671856688431275,0.2608695652173913,0.17871484731095083
999,SMOTE,augmented,0.1,LR,0.9871644623025839,0.20408163265306123,0.3845638737054605
999,SMOTE,augmented,0.1,RF,0.9666555053295385,0.23076923076923078,0.2209719127609182
999,SMOTE,augmented,0.1,MLP,0.7612031921424187,0.14285714285714285,0.24175930901112072
999,SMOTE,augmented,0.2,GBC,0.9585914392544227,0.2222222222222222,0.17913961734823733
999,SMOTE,augmented,0.2,LR,0.9847089681343825,0.17647058823529413,0.399807404795947
999,SMOTE,augmented,0.2,RF,0.9592053127964729,0.24,0.16667434338456094
