n_real,condition,auc_roc,f1_minority,avg_precision
250,real_only,0.7376190476190476,0.41739130434782606,0.5163485559672951
250,ctgan_augmented,0.7064285714285714,0.40384615384615385,0.5181335556457679
250,smote_augmented,0.7275,0.5755395683453237,0.47818894559902614
500,real_only,0.7733333333333333,0.5137614678899083,0.5657766703980445
500,ctgan_augmented,0.6788095238095239,0.37209302325581395,0.4737647694424378
500,smote_augmented,0.75,0.5538461538461539,0.5028037320210451
