seed,method,condition,alpha,classifier,auc_roc,f1_minority,avg_precision
123,CTGAN,augmented,0.3,RF,0.670534813319879,0.0,0.0391682732916857
123,CTGAN,augmented,0.3,MLP,0.4667703778450499,0.0,0.0104930628717957
123,CTGAN,augmented,0.5,GBC,0.6158481892588855,0.0,0.0160184258031201
123,CTGAN,augmented,0.5,LR,0.6058835071196322,0.0,0.0132178746966742
123,CTGAN,augmented,0.5,RF,0.6470736629667003,0.0,0.0359777594335733
123,CTGAN,augmented,0.5,MLP,0.4657332660612177,0.0,0.0108145812620555
123,CTGAN,augmented,1.0,GBC,0.6547118511043839,0.0,0.0347269923114444
123,CTGAN,augmented,1.0,LR,0.6146008521134656,0.0,0.0128021128187735
123,CTGAN,augmented,1.0,RF,0.736041035990582,0.0,0.0462209434288107
123,CTGAN,augmented,1.0,MLP,0.4721241170534813,0.0,0.0136279211570571
123,SMOTE,augmented,0.1,GBC,0.5777833837874201,0.0689655172413793,0.0252336685802903
123,SMOTE,augmented,0.1,LR,0.5952881488956161,0.0833333333333333,0.0219296280834547
123,SMOTE,augmented,0.1,RF,0.6927065814553202,0.0333333333333333,0.0219272502376749
123,SMOTE,augmented,0.1,MLP,0.5760595358224015,0.0952380952380952,0.0314409521765359
123,SMOTE,augmented,0.2,GBC,0.5614558807041148,0.0454545454545454,0.0219442465262832
123,SMOTE,augmented,0.2,LR,0.5983994842471129,0.04,0.0222141019395144
123,SMOTE,augmented,0.2,RF,0.6905903128153379,0.0277777777777777,0.0294095831148314
123,SMOTE,augmented,0.2,MLP,0.5608952797398812,0.0588235294117647,0.0182377274360709
123,SMOTE,augmented,0.3,GBC,0.5691781589864334,0.0277777777777777,0.0177624972050387
123,SMOTE,augmented,0.3,LR,0.5947836080278058,0.0219780219780219,0.0219467863854515
123,SMOTE,augmented,0.3,RF,0.6519368763314273,0.0253164556962025,0.0266820772437023
123,SMOTE,augmented,0.3,MLP,0.5401250140150241,0.0300751879699248,0.0328027222946245
123,SMOTE,augmented,0.5,GBC,0.5579240946294428,0.032520325203252,0.0193107446439133
123,SMOTE,augmented,0.5,LR,0.5969138916918938,0.0277777777777777,0.0207605918016656
123,SMOTE,augmented,0.5,RF,0.6443267182419553,0.0227272727272727,0.0277634549394695
123,SMOTE,augmented,0.5,MLP,0.5416666666666667,0.0181818181818181,0.0336658229385949
123,SMOTE,augmented,1.0,GBC,0.5439931606682364,0.0355555555555555,0.0192674670839096
123,SMOTE,augmented,1.0,LR,0.5954563291848862,0.0266666666666666,0.0197837492969652
123,SMOTE,augmented,1.0,RF,0.6636674515080165,0.0408163265306122,0.0240165292808066
123,SMOTE,augmented,1.0,MLP,0.5155426617333781,0.0151515151515151,0.0185896555676423
7,Baseline,real_only,0.0,GBC,0.6195996874712749,0.0,0.0169511422683894
